,단어,tf-idf,idf
2852,선물,266.755668193121,3.340776323814972
2403,복숭아,185.35951196624202,4.3960605357195455
5828,향,165.11926945610418,3.86149077971021
1089,달달,107.04321927920564,3.4234362295031
4739,좋아하다,99.19788365606848,3.6588457499443416
5230,친구,88.89403709425329,4.404933708400032
1736,만족하다,51.41015602527322,4.492431348467563
3777,예쁘다,49.561406908262136,5.4214486348809405
2445,부드럽다,49.42902446812988,4.390774179796397
