date,star,text
2021-05-15,5,맛있어요 ㅠㅠ술 맛 많이 안나고 가볍게 마시기에 적당히 달달하고 좋아요
2021-05-26,3,괜찮아서 여러개사서 친정에도 두고 집에도둿어요
2021-04-22,5,달달하고 상큼한 것들로만 골라봤어요 한동안 든든하게 마실 것 같습니다
2021-05-26,3,맛있지만 비싸서 재구매능
2021-05-04,5,빠른 배송 감사합니다 선물하기 좋아요
2021-04-30,5,귤향이 은은하게 납니다
2021-04-08,5,혼디주만 마셔봤어요처음에는 음맛있는건가했는데한잔씩 마실수록 괜찮은데 싶다가금방 빈병됩니다ㅋㅋㅋ
2021-04-22,4,양이적지만 맛있네용
2021-04-07,5,향긋합니다 토닉워터랑 섞어 마셨고역시나 향이 있는 거지 단맛자체를 기대하면 안될 것 같아요 향긋한 술 좋습니다
2021-05-11,3,기대가 넘 커서 좀 실망했어요 ㅠㅠ
2021-05-11,4,선물용으로 사서 선물 잘 했습니당
2021-04-16,5,병도 이쁘고 맛도 좋아요
2021-04-11,5,선물용으로 샀습니다 매우 만족해요
2021-04-19,5,귤맛의 단맛이 조금 나도 끝에 신맛이나요향은 청주막걸리 투명한 윗부분 냄새나요 상큼하고 맛있었어요
2021-04-11,5,백종원님 믿고 사봅니다ㅋㅋ 기대되네요
2021-04-11,4,식전주로 준비했는데 맛좋아요 ㅎㅎ
2021-05-02,5,꼼꼼한 포장 감사드립니다
2021-04-25,5,오화이트와인 맛이에요 덕분에 좋은 시간 보냈습니다
2021-04-16,5,생각보다 술맛이 많이 났는데 상큼한 맛이 은은하게 나서 깔끔하고 맛있었어요
2021-04-08,5,목넘김이 좋아요 청주 사케  같은 느낌이네요깔끔하니 좋네요
2021-04-23,3,좀비싸지만 맛잇아요
2021-03-04,5,감칠맛 나는 식전주로 괜찮은 것 같아요 제 입맛에 맞네요
2021-02-26,4,포장도 종이로 칸막이 나눠서 안깨지고 잘 왔어요 빨리 도착한건 아니지만 유린데도 잘 와서 마음에 들어요 혼디주만 마셔봤는데 부드럽네요근데 혼디주는 마트가 훨씬 싸네요 괜히 인터넷으로 주문했어요
2021-04-06,5,달달하니 맛있어요 ㅎㅎ 재구매의사있어요
2021-04-11,5,향이 정말 좋습니다
2021-04-05,5,포장 꼼꼼하게 되어왔고 배송도 빨랐어요
2021-03-10,5,엄청 상큼하고 맛있는데 도수가 꽤 높아서 적당히 취기도 오르고 좋네요 ㅎㅎ
2021-04-03,4,맛잇어요 비싼게흠이지만ㅋㅋ
2021-04-09,5,회에 어울려요 상큼해요
2021-04-03,5,귤향이 맛있어요
2021-03-09,5,이제서야 먹어봤습니다 끝맛이 약간의 신맛이 나면서 귤향이 나요 저는 맛있게 잘 먹었습니다
2021-02-20,5,포장 정말 꼼꼼하게 싸져서 왔어요 깔끔하고 상큼하게 맛있네요ㅎㅎ
2021-02-27,5,빠른배송에 잘받았습니다
2021-04-07,5,좋아요좋아요좋아요
2021-02-09,4,약한 도수에 감귤향이 돌아서 순간 음료수 인줄 알았어요부드럽고 맛있게 잘 먹었습니다
2021-02-20,5,달고 맛있다고 후기가 좋아서 샀어요
2021-03-10,5,생각보다 향이 진하지않아 좋았어요
2021-02-08,5,선물을 위해서 샀어요 포장도 깔끔하고 빨리왔네요
2021-03-09,5,깔끔하고 목넘김이 좋습니다
2021-03-06,5,배송 빠르고 좋아요
2021-02-22,3,생각보다 향이 약해요니모메가 더 나은듯
2021-02-23,5,하나는 선물하고 하나는 제가 먹으려구용꼼꼼하게 포장되어 와서 기스도 안나서 왔어요 감사해용
2021-01-21,5,처음 먹어봤는데 부드럽고 맛있어요 과일 맛이 더 많이 나서 쓰지 않고 아주 좋아요
2021-02-09,4,먹어보면 정말 귤류 만들었네 하실거에요ㅎㅎㅎ
2021-02-28,5,좋아요 아주 좋아요
2021-02-01,5,잘먹었습니다 포장도 꼼꼼히와요
2021-02-06,5,포장이 엄청 꼼꼼해여
2021-01-23,5,배송이 꼼꼼하고 안전하게 와서 좋았습니다 아직 마시진 않았지만 맛있을 것 같아요
2021-01-25,5,귤술 궁금해서 사봤어요 부모님 댁에 보내드렸는데 명절에 같이 마시려고 합니다
2021-01-31,5,아직 안먹어봤지만 리뷰 미리 씁니당
2021-02-23,5,부족함이 없어서 별 드립니다
2021-02-02,5,한 사람이 각각 다른 시기 다른 사람이 주문한 혼디주를 먹어봤는데제가 구매한 것과 다르게 다른 사람의 혼디주는 달고 맛있었다고 하네요저도 그 달큰하고 묘한 맛이 어떤 걸지 정말 궁금합니다 ㅜㅜ
2021-02-05,5,첨에 그냥 먹다가 토닉워터에타먹었는데 엄청맛있더라구요 타먹으니까 더 많은양을 먹을수있어요
2020-12-19,5,우연히 이마트에서 사다 먹어보고 구매했어요너무 달지도 쓰지도 않고 끝에 귤껍질향이 나는게 소주는 알콜냄새나서 힘들고 맥주는 겨울에 너무 차가운 저에게 딱입니다베스트 페어링은 역시 회 같은 해산물입니다포장도 처음에 종이박스라 좀 놀랐는데 위아래 스티로폼에 칸칸이 골판지 넣어서 꼼꼼히 해주셨어요 골고루 먹어보고 하나씩 후기 올릴게요
2021-02-09,5,맛있어요 다음에 3병 사려고요 존맛탱 ㅠㅠㅠ제주술대부분 맛잇는듯
2020-12-30,5,맛은 없지 않지만 제가 소화하기엔 쉽지 않았습니다 ㅎ 좋은 배송 감사합니다 
2020-12-05,5,혼디주는 솔직히 아주 맛있다긴 어렵네요 ㅎㅎ하도 시중에 맛과 향을 달디달게 첨가한 과실주가 많아서ㅋㅋ 그런 과실주는 입에도 안대는데 얘는 제법 술같아서 금새 한병 비웠습니다청주라고 들었는데 그래서인지 알콜향이 좀 강하게 맴돌아서 알쓰분들에겐 추천 못할 거 같아요ㅠㅋㅋ제주 감귤농가들 응원하는 마음으로 샀습니다
2020-12-28,5,처음 받았을때 깨져서 다시 재배송 받았습니다 두번째는 좀더 안전하고 꼼꼼하게 보내주셔서 좋았네요 술도 맛있고
2021-01-27,5,달콤하고 마시기 쉬운 술
2021-02-06,5,너무 맛있았어요 또 주문할께요
2021-02-06,5,친구선물이었는데 좋아했어요
2021-01-04,4,전통주라 일단 좋았습니다 요즘 제철인 귤이랑같이넣어서 마시니 분위기랑 좋습다
2021-01-04,5,많이시켜서 가족들과 이것저것먹어봤어요귀감만큼맛있는건없지만 이것도 좋네요
2020-12-24,5,다른 여러 술이랑 같이 구매했습니다 포장은 튼튼하게 잘 왔어요 끝맛이 새콤한 편입니다
2020-12-31,5,좋은날 먹으려고 포장도 안깠습니다배송도 엄청 빠르고 포장도 꼼꼼해서 파손걱정없어요
2021-01-03,4,와인먹는것 같았어요 과즙맛과 향이 잘 느껴졌어요
2021-01-17,5,여자친구가 엄청 좋아하네요 다음에도 또 주문할게요
2021-01-17,5,너무 맛있네요 가격도 저렴하구요
2020-12-06,5,회랑 먹어봤는데 정말 맛있었어요 부드럽고 살짝 상큼한 느낌이에요 ㅎㅎ 귤향이 세지는 않은데 그래도 인공적인 향 없이 딱 좋은 느낌이에요 ㅎㅎ
2021-01-19,4,달달할줄 알았는데 드라이하고 깔끔해요
2020-12-15,4,포장이 너무 과대포장이에요 타 업체 배달방법 보시고 바꾸시는게 좋겠어요 어차피 병으로 택배하셔야 하자나요 뽁뽁이를 얼른 바꾸시길 바라요
2021-01-02,5,마시기 쉽고 맛있어요
2020-12-10,5,술 잘 못하는 사람도 맛있게 먹을 수 있을 것 같은 맛이랄까 향도 넘 좋고 가볍게 마시기 좋아요 재구매 예정입니다
2020-12-19,4,맛이 그냥 그래요 저한테는 귤로 만든 술은 잘 안 맞는거 같네요
2021-01-19,5,처음 마셔보는데 괜찮습니다
2020-12-23,5,최고 맛있음 ㅠㅠ 제주도가 입안에 느껴짐
2020-12-11,5,기사보다 알게되어 사봤는데 앞으로 여기서 자주 구매할게요 주변에 살데가 없는데 인터넷 주문 되니까 너무 편하고 좋아요
2020-12-18,3,하핫가성비가 좋은지는 잘모르겟아요그냥 제 입맛에만 그런걸수도 잇지만 ㅎㅎ
2020-12-29,5,직 먹어보진않았어요연말에 먹으려구요기대되네요
2020-12-23,5,진열장에 넣어둬서 아직 맛은 워낙 맛있다고 추천받은 제품들로 구입했어요
2020-12-07,5,선물용으로 구입했어요  크로플이랑 냠냠
2021-01-04,4,굉장히 상큼한 맛이 나네요신맛을 많이 좋아하진 않아서 제 스타일은 아니었어요
2021-01-16,5,향이 좋은 편입니다
2020-12-18,5,먹어보고 다시 한달 후기 기대할게요 궁금해지는 맛이네요
2021-01-05,5,화이트 와인 같아요 여성분들이 좋아할만한 맛입니당
2020-12-02,5,아직안먹어봤어요 후기가 좋아서 기대해봅니당포장 꼼꼼히 와서 파손없이 잘 받았어요
2021-01-04,5,제주도에서 사올때만 먹어봤었는데 인터넷에서도 시킬수있어서 좋아요
2020-12-19,5,아직 마셔본건 아니지만매우 기대가 됩니다
2021-01-05,5,연말에 모임에서 마시려고 샀는데 혼술했네요 그래도 맛은 좋습니다 ㅋㅋㅋ
2020-12-19,4,제 취향은 아니지만 동동주나 구기자주 좋아하시는 아빠 입맛에는 잘 맞는다고 하시더라구요 끝에 살짝 상큼한 맛이 있어서 괜찮았어요
2020-12-15,5,정말 정말 최고예요화이트와인대신 혼디주마시려구요
2020-12-26,4,다른 술에 비해 그닥입니다 조금은 상큼함이 남아있을 것 같았는데 그냥 소주같은 느낌
2020-12-14,5,역시 전통주는 도수가 쎄도 소주 역함이 없구 부드러워용 
2021-01-10,5,만족합니다 
2020-12-12,4,취향을 좀 탈거같긴해여 향이 상큼한데 낯선향도있고
2020-12-31,5,샴페인 느낌도 나고 끝에 향이 살짝 납니다
2020-12-15,5,시트러스맛이 제게는 안 맞아요ㅜㅜ
2021-01-03,5,시트러스향이 나진 않지만 맛남
2020-12-14,5,혼디주만 조금 마셨습니다 과하지 않은 은은한 향이 좋았습니다 귀감도 어서 맛보고 싶네요
2020-12-12,5,굿굿 맛있습니다담에 또살게요
2020-12-28,5,감귤 향과 맛이 부드러워 먹기 좋았어요
2021-01-03,5,맛있게 먹었어요
2020-12-23,5,맛있고 달달해요 병도 예뻐요
2020-12-08,5,감기에 걸려서 못 마시고 잘 넣어뒀어요ㅜㅜ
2020-12-12,1,향이 너무 역해서 각정했는데 왜 슬픔 예감은 틀린적이 없나요 행주 빨은물에 감귤을 섞은 맛
2020-12-11,5,좋습니다 마실게요ㅎ
2020-12-03,5,배송도  빠르고  좋아요
2020-12-14,4,맛있어요 다음에 또 구매하겠습니다
2020-12-13,5,포장꼼꼼하게 와요 막걸리맛 납니다
2020-12-09,5,와인같네요 향이 은은하고 맛도 좋습니다
2020-12-20,4,화이트와인같은 느낌이살짝있어요
2020-12-21,5,깔끔하고 시원합니다
2020-11-29,4,드라이하고 바디감은 작은편인거같아요 부담없이 맛있게 먹었어요 또 주문할려구요
2020-12-14,5,부모님이랑 같이 먹는데 진짜 맛있었어요 ㅎㅎㅎ
2020-12-16,5,향도 적당하고 맛도 있고 젛아요
2020-12-13,5,조금 시큼하지만 맛있게 먹었습니다
2020-12-07,5,너무 맛있어요술마켓 좋아요
2020-12-09,4,아직 시음 전이라 맛이나 목넘김에 대해서 뭐라고 할 수가 없네요
2020-12-09,5,맛있어요 또 주문할게요
2020-11-21,5,배송도 빠르고 맛있어보이네요
2020-12-09,5,배송빠르고 물건 좋아요
2020-12-12,5,달달새콤하니 맛있어요
2020-12-04,5,맛있긴해요 많이 달지도 않고 좀만 쌌으면 하는 아쉬움 ㅠ
2020-12-09,4,좀 쓰고 시고 한데 토닉워터랑 잘어울려요
2020-12-07,5,핵존맛입니다 하하좋아요
2020-12-09,4,생각보다 덜 달아서 좋았어요
2020-12-04,5,t생각보다 맛있어요 살짝 달큰합니다
2020-12-07,5,아직안마셔봤지만 잘왓습니다
2020-11-28,5,좋습니다 종류 다양하게 시킬수있어서 선물용으로 딱이네요
2020-12-03,5,배송 빠르고 제품도 좋습니다
2020-10-16,3,유명하다는 제주술 구매해본 결과 음제 스타일은 아니에요 니모메보다 더 상큼한 정말 감귤이 생각나는 손이 잘 안가지만 상콤하고 신거 좋아하는 분들께는 추천 그래도 셔서 그런지 술맛은 많이는 안나요ㅎㅎ
2020-11-01,5,파손없이 잘왔습니다 배송이 빨라요
2020-10-27,5,깔끔하구 좋네요 잘먹었습니당
2020-10-28,5,크 특이하고 맛있네요
2020-10-30,4,ㅎㅎㅎ 맛있어요 근데 제가 생각한 감귤맛은아니네욤
2020-10-29,5,주말에 먹을꺼에요 배송도 빠르고 저렴하게 구매했ㅅㅂ니다
2020-10-19,5,포장상태너무조아요
2020-09-18,5,가볍게먹기좋은것으로시켜보았는데디저트와인터럼 먹기좋습니다재주문의사있어요 괜찮네요
2020-10-22,5,완전 맛있어서 좋아여
2020-09-28,5,와인같은 느낌입니다 많이 안달고 향긋하고 맛있어요 근데 나눠먹느라 양 늘리려고 사이다에 타먹었다네요ㅋㅋㅋ
2020-09-16,4,기대했던 것만큼 향이 진하지는 않아서 조금 아쉬웠어용 ㅠ
2020-08-17,5,저번주 제주도 여행을 다녀왔을때 제주도 술들이 너무 비싸 네이버에 찾아보던중 다양한 제주도 술을 값싸게 파는 술마켓을 발견하고 주문했는데 맛있고 배송도 빠르고 택배도 꼼꼼히 오는게 만족이었어요 재주문 의사 있습니다
2020-09-07,5,과일맛이 많이 나서 쉽게 넘어가요 많이 달아요
2020-09-10,4,마냥 달지는 않고 쌉싸름하면서 좋네요
2020-09-18,5,시중에 파는 과일소주보다는 덜 달고 술 맛이 강한 술이었어요 맛있었습니다 
2020-08-07,5,포장도 꼼꼼히 왔어요 상큼하고 맛있고 귤향이 확 나네요 병이 너무 예뻐요 전통주를 합리적인 가격에 살 수 있어서 너무 좋네요 많이 파세요 다음에 또 재구매 의사 있습니다 ㅎㅎㅎ
2020-09-26,5,맛있게 잘 마셨습니다
2020-07-30,4,바나나막걸리땜에 검색하다 귤맛이랑 사과소주를 사봤는데  배송빠르고 포장꼼꼼히 왔어요막걸리는 은은히 바나나향이랑 맛이나니 먹기는 편했구요귤첨가된 전통주는 맛이 거의안나서 실망했어요ㅜㅜ 나머진 먹고 다시 리뷰쓸께용ㅎ
2020-08-12,5,생각만큼 상큼한 귤 맛이나 향이 강하진 않지만 과일소주 같이 인위적인 맛이 아니여서 좋았습니다
2020-08-27,5,달달하이 맛있어요
2020-08-19,5,이벤트로 마시기 딱 좋은 제품같아요
2020-08-14,2,감귤 씻은 맛이었어요 ㅠㅠ 넘 실망
2020-09-02,5,맛있어요 깔끔해요 좋아요
2020-08-02,5,맛있는데 귤맛보다늠 귤껍질맛이라 해야할까요 맛은 있어요
2020-08-04,5,배송이 조금 오래걸렸지만 안깨지고잘왔어용
2020-08-25,5,배송 빠르고 술맛도 좋아요
2020-08-28,5,다른 술도 시켜보고싶어요
2020-07-22,5,감귤소주는 처음 마셔보는데 꽤 맛있었어요 리뷰만 보고 주문한건데 성공했어요
2020-08-19,5,제주도에서 사왔는데 다 선물로 줘서 맛이 궁금해서 주문했어요
2020-08-24,5,시원하게 마셔야 맛있어요
2020-08-18,5,정말 맛있어요  앉은뱅이 술같아요
2020-07-20,5,친구선물로 산거라 아직은 마셔보지 못했지만 예뻐요잘산거같아요 친구가 좋아하겠죠
2020-07-06,5,7월의 추천 블로그글보고 구매했습니다 산뜻하고 경쾌한 느낌이 좋았어요 좋은술 추천 감사합니다
2020-08-04,5,시트러스한 느낌의 혼디주 과일 안주에 곁들여 먹었는데 가볍고 좋았어요
2020-08-08,5,좀 새콤하긴 한데 맛있어요
2020-08-02,4,감귤맛이 많이 안 나서 좀 아쉽네요
2020-07-28,5,배송이 꼼꼼해서 좋아요
2020-07-01,5,제주 혼디주 유명해서 사봤습니다얼른 마시고 싶네요
2020-07-02,5,제주감귤 3종중에 젤 제취향이네요 달달하니 맛있어요
2020-06-13,5,너무궁금해서 구매했는데 배송안전튼튼히 잘왔어요 감사해요 
2020-07-04,5,달달한 화이트 와인 느낌이에요 좋았어요
2020-06-13,5,신례명주 이야기만 들어보고 온라인 판매가 없어 아쉬웠는데 마침 샵에 들어왔길래 미니어처로 먼저 맛보려고 구입했습니다  너무너무 맛있네요큰 병으로 구입하려고요
2020-06-24,5,귤껍질 향입니다 얼음에 타서 시원하게 마시니 좋네요
2020-06-04,5,맛있어요다음에 또 재구매 하려구요
2020-06-04,5,내일 오픈예정인데 기대 되네요ㅋ
2020-05-11,5,토닉워터랑 얼음 넣어 차갑게 마셨는데 좋았어요 포장도 꼼꼼하게 해주셔서 감사했습니다
2020-06-08,5,배송이 빨리와서 좋았고 선물했는데 맛있어서 아껴드셨다고 하시더라구요
2020-05-25,4,포장고 꼼꼼하고 맛도 좋고 아주 좋습니다
2020-05-11,5,처음에는 시큼 해서 엥 햇는데 한잔 딱 마시고 나니까 술술 들어가요 ㅋㅋ 시큼한 맛보다 귤 껍질향기 같은게 맴돌아서ㅔ 좋았어요 맛잇게 마셨습니다
2020-04-22,5,벡종원의 맛남의 광장에서 니온 양조장에서 만든 술이라헤서 구매했습니다 병 디자인이 너무 예쁜데 맛도 좋길 바랍니다 ㅎㅎ
2020-05-12,4,맛 표현을 하자면 시트러스향이 나고 아주 약간의 단맛이 도는 화이트 와인이라고 하는 것이 제일 적당해 보입니다끝맛에 약간 알콜향이 남지만 12도라는 생각이 들지 않을 정도로 깔끔한 편입니다
2020-05-04,5,약간 막걸리 청하 맛도 나면서 부드럽고 맛있었어요 또 주문할거 같아요
2020-05-11,5,술이 정말 새콤달콤해서 새로운 매력이 있네요
2020-05-05,5,간단히먹기에 좋습니다
2020-05-03,5,부드럽고 맛있어요 ㅎㅎㅎ
2020-04-24,5,빠른배송 잘받았습니다
2020-04-07,3,진짜 맛있어요 많이 사서 주변에 나눠줬어요 근데 이마트에 더 싸게 팔더라구요ㅠㅜ 주변 이마트 가보고 사세요
2020-03-26,5,맛있어요 좀 달고 술 잘 못마시는 분들은 토닉워터랑 섞어서 같이 드세요
2020-02-24,5,선물로 샀는데 좋아하시네요
2020-02-07,5,귤로 만든 술이라 상큼함이있어요청하랑 비슷한 느낌이면서 여성분들이 깔끔하고 상큼하게 마실수있을것같아요
2020-02-16,5,백종원님 덕에ㅜ맛있는 술 알게되서 좋네요
2020-03-04,5,배송도 빠르고 또 구매하고 싶을만큼 새콤달콤 맛있네요
2020-02-13,5,선물용인데 술 잘 못하시는 엄마께는 딱인듯해여
2020-02-14,5,와이프가 맛있다고 하네요
2020-02-18,5,상큼하고 맛있어요 근데 가격 대비 양이 적어요
2020-02-19,4,깔끔하고 좋기는 한데 달달함을 기대하고 마시면 실망할맛 입니다
2020-02-25,5,맛나게 잘먹었습니다
2020-02-23,5,역시 술은 고급진게 좋아요
2020-02-08,5,배송도 빨랐고 향이 너무 좋아요
2020-02-12,5,빠른배송감사합니당
2020-02-07,5,적당히 은은하게 맛있더라구요
2020-01-03,5,좋아요 저렴하게잘샀어요
2020-01-05,5,맛있어요 감사합니다 잘 마실게요 ㅎㅎ
2020-01-02,5,꽤좋은거같습니다 
2020-01-10,5,좋아요 감사합니다 감사합니다
2019-11-29,4,감귤 발효주는 처음 봤는데 먹어볼게요
2019-11-30,3,배송이 넘 느려요ㅔ
2019-11-05,5,포장도 각 병별로 구분되어있고 꼼꼼해서 안전하게 받았어요 전통주 집에서 받을수 있는게 굉장히 편해서 지인에게도 추천중입니다
2019-10-29,4,맛있어요 청하랑 비슷한 만 귤맛 잘 안 나지만 그래도 맛있게 먹었어요
2019-10-21,5,만족합니다만족합니다
2019-09-04,5,캐주얼한 화이트와인 느낌입니다단맛도 과하지 않고 부드러운 목넘김마리아주는 일반적인 화이트와인과 비슷하게 생각하면 될 듯여성분들이 좋아할 것 같네요제주도 관광상품같아 얕봤는데 생각보다 술자체로써 잘 만들어진 상품이예요
2019-10-16,4,좋아요 좋아요 좋아요
2019-09-24,5,배송을 빨리 해주셔서 너무 감사합니다
2019-08-29,5,맛있을줄 알았는데 그냥 그렇네요 아직 알콜 레벨이 쪼렙인가 봅니다 언니랑 사은품으로 주신 토닉워터 섞어 먹었어요 ㅋㅋ ㅠㅠ
2019-08-25,5,이거 맛있어요 차게 마시면 더 좋습니다
2019-08-17,5,차게 마시면 더 맛있어요 귤의 은은한 향이 좋아요
2019-08-16,5,맛있어요 배송도 빠르고 인터넷으로 살수있는 것이 큰장점이네요
2019-08-13,5,계속 마셔보고 싶었는데 배송받아서 마셔보니 맛있네요
2019-08-09,5,달달하니 넘나 좋았네여
2019-07-28,5,배송도 빠르고 맛도 좋아요 
2019-07-24,5,주류박람회에서 맛보고 샀어요 맛있어요
