,단어,tf-idf,idf
1861,머루,55.344049092655936,5.898372706971251
1089,달달,23.506518848036706,3.4234362295031
1736,만족하다,20.153829995994307,4.492431348467563
577,기대,20.123162455057205,5.107033500232091
5826,향,18.253928286481386,3.86149077971021
2851,선물,18.09657181268867,3.340776323814972
4738,좋아하다,17.454490598222616,3.6588457499443416
4906,진하다,12.793350298989449,5.604755898999655
